age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
,Private,3003.6998226190494,Divorced,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,<=50K
58.0,Private,,Never-married,Exec-managerial,Wife,White,Male,0.0,,,<=50K
40.0,Self-emp-not-inc,9.0,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,19.712565399428783,<=50K
119.16086287973812,Private,9.15333042836442,Widowed,Machine-op-inspct,Not-in-family,White,Female,nan,1700.3434175708073,400.0,<=50K
61.0,State-gov,14.0,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,,<=50K
,Private,1400.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,-681.2227984374293,,<=50K
-15.648415278478652,Self-emp-inc,12.296909287990232,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,780.3053842190363,,<=50K
,?,900.0,Married-AF-spouse,?,Husband,White,Male,0.0,0.0,35.0,<=50K
27.966510435618005,Private,1400.0,Married-spouse-absent,Prof-specialty,Husband,White,Male,0.0,0.0,400.0,>50K
163.07254516856196,?,1500.0,Married-civ-spouse,?,Husband,White,Male,0.0,-1447.6576927286526,nan,<=50K
580.0,Private,-24.717712814281995,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Female,-26639.533066790314,0.0,40.0,<=50K
410.0,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,36.0,>50K
44.0,Federal-gov,9.0,Divorced,Adm-clerical,Unmarried,Black,Male,-42235.7010404116,0.0,50.0,<=50K
,Self-emp-not-inc,13.0,Married-spouse-absent,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.0,-726.9144652863746,60.0,>50K
36.0,Local-gov,,Married-spouse-absent,Priv-house-serv,Husband,White,Male,0.0,0.0,,>50K
180.0,Self-emp-not-inc,1203.4062031777894,Never-married,Machine-op-inspct,Own-child,White,Male,,,400.0,<=50K
49.0,,10.0,Married-civ-spouse,,Other-relative,White,Female,0.0,0.0,,<=50K
0.0,Self-emp-not-inc,8.0,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,26978.320333453325,0.0,50.0,>50K
39.0,Federal-gov,13.0,Divorced,Prof-specialty,Unmarried,White,Female,5455.0,0.0,35.22322759021029,<=50K
185.03293237943882,Private,900.0,Married-civ-spouse,Transport-moving,Husband,White,Male,-6624555.66545028,1341.0102337339802,nan,>50K
,Self-emp-inc,1000.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0.0,0.0,,>50K
51.0,Self-emp-not-inc,,Married-civ-spouse,Transport-moving,Wife,White,Male,-16627.672264017827,7045.546988314173,40.0,<=50K
,Private,0.10843145348019423,Separated,Transport-moving,Unmarried,White,Male,0.0,,,<=50K
46.0,Private,1400.0,Married-spouse-absent,Exec-managerial,Husband,Black,Male,0.0,1794.1902545595033,50.0,>50K
117.82133377515167,?,13.0,Separated,?,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,nan,>50K
0.0,Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,65.7704195422796,>50K
62.0,Private,10.0,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,,0.0,,>50K
,?,-0.9714200763855274,Divorced,?,Husband,White,Male,15024.0,0.0,-15.630949947787542,<=50K
35.0,Never-worked,,Married-civ-spouse,Protective-serv,Husband,Black,Male,,0.0,500.0,>50K
26.0,?,,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Male,-6500.233959934768,0.0,346.82616820336756,<=50K
0.0,Self-emp-not-inc,nan,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,nan,<=50K
0.0,?,700.2678709373038,Widowed,?,Unmarried,Black,Female,-22906.385044782288,0.0,5.613554780066345,<=50K
35.0,State-gov,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,-421.7350397733876,50.0,>50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,49.63653472298168,>50K
,Private,,Never-married,Prof-specialty,Not-in-family,White,Male,18481.0,0.0,40.0,<=50K
35.0,Self-emp-not-inc,1300.0,Married-civ-spouse,Sales,Other-relative,White,Female,0.0,,30.0,>50K
0.0,Self-emp-not-inc,nan,Married-civ-spouse,Tech-support,Other-relative,White,Male,0.0,-1260.1596934133752,nan,>50K
0.0,Private,13.0,Married-spouse-absent,Sales,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,60.0,<=50K
161.11793570771417,Self-emp-not-inc,1352.1779843156771,Separated,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,400.0,<=50K
,Local-gov,,Married-civ-spouse,Exec-managerial,Husband,White,Male,,,40.0,<=50K
50.0,Private,,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0.0,,,<=50K
,Self-emp-inc,13.0,Never-married,Other-service,Not-in-family,White,Male,76518.94052875442,0.0,,>50K
20.0,Private,7.0,Divorced,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,<=50K
183.25782447663178,Private,1000.0,Married-AF-spouse,Craft-repair,Unmarried,White,Male,-25032202.873321887,nan,nan,<=50K
58.484948529475055,Local-gov,,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,0.0,0.0,,>50K
160.28147495482207,Private,23.8807523346741,Married-AF-spouse,Other-service,Own-child,White,Male,0.0,0.0,nan,<=50K
133.06089498070153,Private,9.0,Married-AF-spouse,Other-service,Husband,White,Female,0.0,0.0,35.01210889062635,<=50K
248.1297280913879,Private,,Married-civ-spouse,Sales,Husband,White,Male,,0.0,60.0,>50K
26.0,Self-emp-inc,-18.474007211540243,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,18438.338614463333,0.0,40.0,<=50K
33.0,Private,,Never-married,Prof-specialty,Not-in-family,White,Female,-59017.3819593576,1408.0,360.0,<=50K
,Private,,Never-married,Machine-op-inspct,Husband,White,Male,0.0,548.7011170058577,40.0,<=50K
29.0,Self-emp-not-inc,11.38989217190543,Married-spouse-absent,Exec-managerial,Husband,White,Male,0.0,0.0,,<=50K
0.0,Local-gov,13.0,Married-spouse-absent,Prof-specialty,Wife,White,Female,0.0,0.0,nan,>50K
38.0,Self-emp-not-inc,2003.2004491211896,Divorced,Adm-clerical,Not-in-family,White,Male,,1282.6503163956206,,>50K
,Private,14.0,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,,0.0,52.0,>50K
167.3625533776262,Self-emp-not-inc,3.5102410157583197,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,15335621.85111832,0.0,40.0,<=50K
,Private,900.0,Married-AF-spouse,Adm-clerical,Not-in-family,Black,Female,0.0,1273.7289253339077,39.320173648950664,<=50K
40.0,Private,15.0,Married-spouse-absent,Other-service,Husband,White,Female,0.0,,-27.03022903280705,>50K
33.0,Self-emp-not-inc,,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,45.0,>50K
97.93465024014948,State-gov,14.0,Married-AF-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0.0,,37.0,<=50K
270.0,Private,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,24229634.132611483,0.0,50.0,<=50K
180.0,Self-emp-not-inc,9.0,Married-spouse-absent,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,>50K
111.59946478517544,,276.0109837360026,Never-married,,Own-child,White,Female,15024.0,0.0,400.0,<=50K
177.17878700098052,Private,-678.5341544101484,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0.0,nan,nan,>50K
0.0,Private,nan,Married-spouse-absent,Prof-specialty,Husband,White,Female,nan,0.0,nan,>50K
0.0,Private,900.0,Never-married,Prof-specialty,Wife,White,Male,69930832.16158135,nan,nan,>50K
725.7331863934335,Private,1200.0,Divorced,Sales,Own-child,White,Female,0.0,0.0,25.0,<=50K
41.0,Private,9.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0.0,0.0,400.0,>50K
40.0,Self-emp-not-inc,,Married-civ-spouse,Sales,Other-relative,White,Female,0.0,0.0,24.0,>50K
900.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,7298000.0,0.0,35.0,>50K
19.0,Self-emp-not-inc,1000.0,Never-married,Other-service,Husband,Amer-Indian-Eskimo,Male,0.0,,40.0,<=50K
19.0,Private,10.0,Married-AF-spouse,Sales,Not-in-family,White,Female,0.0,,16.32721709079681,<=50K
100.51634507325765,Self-emp-inc,10.0,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Male,nan,1485.0,nan,>50K
,Federal-gov,,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,22.358825267895995,<=50K
58.0,Federal-gov,9.0,Divorced,Craft-repair,Not-in-family,White,Female,14084.0,0.0,,>50K
,Private,1000.0,Married-spouse-absent,Sales,Other-relative,White,Male,0.0,-442.5036463861287,150.0,>50K
125.58452526593521,Self-emp-not-inc,13.0,Married-civ-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,5291.775294945358,0.0,50.0,<=50K
73.87939814373603,Federal-gov,11.429162715304958,Never-married,Adm-clerical,Wife,Black,Female,3103000.0,0.0,688.4102623801768,<=50K
,Private,1400.0,Married-civ-spouse,Craft-repair,Other-relative,White,Male,22340536.10513475,0.0,45.0,>50K
340.0,Self-emp-inc,,Married-AF-spouse,Craft-repair,Not-in-family,White,Male,5013.0,,200.0,<=50K
184.85635856270602,Private,13.0,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,0.0,0.0,400.0,>50K
49.0,Self-emp-not-inc,9.0,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0.0,,,<=50K
,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,59.07497249476088,<=50K
18.0,Self-emp-inc,,Never-married,Farming-fishing,Own-child,White,Male,-57666776.70420145,,50.0,<=50K
263.97580075702456,Private,6.0,Married-AF-spouse,Handlers-cleaners,Not-in-family,White,Male,-19515.253517105048,,40.0,<=50K
32.0,Private,9.0,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,43.0,<=50K
35.0,Self-emp-not-inc,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,,<=50K
,Self-emp-not-inc,14.0,Never-married,Sales,Own-child,White,Male,8614000.0,0.0,,<=50K
58.0,Private,,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0.0,,40.0,<=50K
41.0,Self-emp-not-inc,,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Female,,0.0,218.44929411128527,<=50K
86.83832774839178,Self-emp-not-inc,15.404413485057475,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,0.0,24720.0,63.429408160861044,>50K
,Private,1300.0,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,8614.0,0.0,400.0,<=50K
,Private,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,,>50K
52.0,State-gov,,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,0.0,-1411.4062767096148,,>50K
50.0,Private,967.3907574538113,Married-spouse-absent,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,72868.54210223588,-2483.1951337943538,,>50K
340.0,Private,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,,<=50K
,Without-pay,,Married-AF-spouse,Adm-clerical,Not-in-family,Black,Female,,0.0,,<=50K
33.0,Self-emp-not-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-13850.614408168869,1441.1599205675343,,<=50K
0.0,Self-emp-not-inc,2.5667072985881365,Married-spouse-absent,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,nan,<=50K
53.1357517930001,Private,,Married-civ-spouse,Prof-specialty,Husband,Other,Female,0.0,317.080222195457,,>50K
0.0,Local-gov,9.302971912591502,Never-married,Adm-clerical,Husband,White,Female,0.0,0.0,12.569757465565875,<=50K
171.32348248138732,Self-emp-not-inc,1400.0,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,6890.833627629198,300.0,<=50K
25.0,Private,,Married-civ-spouse,Sales,Own-child,White,Female,0.0,-192.69716144102568,37.28636490542117,>50K
60.0,Self-emp-not-inc,13.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,109.71002081423565,,<=50K
82.03800075853178,Private,10.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,,-55.79557002838405,44.6848864020702,>50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,White,Male,,,400.0,>50K
25.0,Self-emp-not-inc,,Never-married,Handlers-cleaners,Wife,Black,Male,0.0,0.0,18.164191447445926,<=50K
22.0,Private,13.0,Never-married,Handlers-cleaners,Wife,Black,Male,0.0,2824.0,20.0,>50K
155.3502990344062,Private,7.0,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0.0,nan,55.09897609173984,<=50K
152.94371242504437,Private,14.0,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,0.0,nan,15.0,<=50K
,Private,32.16439437678444,Married-spouse-absent,Sales,Husband,White,Male,0.0,-15118.032032942421,48.0,<=50K
,Self-emp-not-inc,1300.0,Married-civ-spouse,Sales,Other-relative,Amer-Indian-Eskimo,Male,0.0,,400.0,>50K
38.0,Self-emp-not-inc,,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,0.0,0.0,60.0,>50K
710.0626776655586,Self-emp-not-inc,1300.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0.0,0.0,,>50K
520.0,Local-gov,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Female,,,50.0,>50K
24.0,Private,1000.0,Married-AF-spouse,Handlers-cleaners,Own-child,White,Male,51444.06677516385,-1455.0981914034576,400.0,<=50K
120.41134331286881,Self-emp-not-inc,nan,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0.0,1564.0,4.0,<=50K
,State-gov,1000.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0.0,0.0,70.0,<=50K
,Private,1440.970415548809,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,42.0,>50K
420.0,Private,8.0,Divorced,Adm-clerical,Unmarried,White,Male,0.0,-23.574844434431053,35.0,<=50K
73.30024110289929,Private,9.0,Never-married,Adm-clerical,Own-child,Other,Female,0.0,3036.6561766043737,,<=50K
0.0,Private,600.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,23770.0,nan,<=50K
250.0,Private,6.0,Never-married,Craft-repair,Not-in-family,White,Male,67083731.34063164,0.0,400.0,<=50K
31.0,Local-gov,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,,,,<=50K
123.9736047051334,Private,nan,Married-AF-spouse,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,<=50K
79.0712779537315,State-gov,,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0.0,0.0,,>50K
1093.0340107870286,Self-emp-not-inc,-1.9760340894219546,Married-AF-spouse,Farming-fishing,Not-in-family,White,Male,0.0,-24836.83582318396,48.0,<=50K
,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,,572.6874977704232,,<=50K
,Private,9.0,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,,0.0,40.0,>50K
280.0,Private,,Married-AF-spouse,Adm-clerical,Unmarried,White,Female,,-1064.6955187253461,400.0,<=50K
46.0,Private,10.0,Divorced,Exec-managerial,Unmarried,White,Male,-10078.178434837968,0.0,55.0,>50K
60.0,?,0.7318475084399712,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,,1566.987710229181,368.641270014797,>50K
,Private,,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,,>50K
77.0,Private,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,,<=50K
41.0,Private,19.97507428561498,Never-married,Sales,Own-child,White,Male,0.0,0.0,,<=50K
48.0,Private,1400.0,Married-spouse-absent,Prof-specialty,Husband,White,Male,0.0,0.0,,>50K
420.0,Private,23.42924520652766,Married-civ-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,,>50K
0.0,Federal-gov,9.0,Married-spouse-absent,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,nan,nan,50.0,>50K
0.0,Federal-gov,900.0,Separated,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,nan,nan,60.0,>50K
,Private,10.0,Married-spouse-absent,Sales,Husband,Amer-Indian-Eskimo,Male,0.0,-1660.2763216315655,40.0,<=50K
166.49278363515674,Self-emp-inc,1200.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,40.0,>50K
29.854444658524912,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,White,Female,15024.0,,,>50K
,Self-emp-not-inc,8.0,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0.0,0.0,58.36243781935611,>50K
,Without-pay,14.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,,<=50K
620.0,Private,1649.8558774122248,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0.0,,60.0,>50K
36.0,Private,,Married-spouse-absent,Sales,Husband,White,Male,0.0,0.0,40.0,>50K
-33.60595527301555,Private,900.0,Divorced,Exec-managerial,Unmarried,White,Female,,0.0,40.0,<=50K
,Private,14.0,Separated,Craft-repair,Husband,White,Male,5178000.0,0.0,53.0,<=50K
0.0,Private,10.0,Married-civ-spouse,Other-service,Other-relative,White,Male,-7433406.098725757,248.09869382302082,250.0,<=50K
,Self-emp-not-inc,1547.0875139607826,Never-married,Other-service,Wife,White,Male,0.0,0.0,60.0,<=50K
44.0,Local-gov,900.0,Never-married,Handlers-cleaners,Other-relative,Black,Male,,0.0,40.0,<=50K
140.1703093948426,Local-gov,nan,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,7688.0,nan,nan,>50K
619.7345801802915,Private,,Never-married,Prof-specialty,Not-in-family,Black,Male,,0.0,100.9261792814689,<=50K
,Private,13.0,Married-civ-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,0.0,,101.64469650440816,>50K
,Never-worked,34.64132113902552,Married-civ-spouse,Prof-specialty,Husband,White,Male,-60443081.79324971,0.0,60.0,>50K
144.11208309598624,Private,7.099586625742209,Married-spouse-absent,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,14009.56974220417,0.0,31.306745144333867,>50K
56.0,Private,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,,>50K
51.0,Private,1100.0,Married-civ-spouse,Craft-repair,Husband,White,Female,0.0,0.0,,<=50K
56.0,Private,10.0,Separated,Prof-specialty,Not-in-family,White,Female,-22172.46854288317,149.33771190114854,35.0,<=50K
,Private,,Married-AF-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,0.0,1009.9832556625488,,<=50K
0.0,Private,nan,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,nan,nan,13.0,>50K
668.4398111689546,Private,1274.6497776084889,Widowed,Other-service,Not-in-family,White,Male,0.0,,,<=50K
25.0,Private,9.0,Divorced,Prof-specialty,Not-in-family,White,Male,45541.47802861157,,20.0,>50K
33.0,Self-emp-not-inc,13.0,Never-married,Craft-repair,Own-child,White,Female,-1646918.9099049633,0.0,,<=50K
250.0,Self-emp-not-inc,22.924422064484496,Married-AF-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Male,0.0,,45.0,<=50K
54.43376372482973,Private,,Never-married,Adm-clerical,Own-child,White,Female,,0.0,35.0,<=50K
54.0,Private,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,,,40.0,<=50K
,Private,,Divorced,Priv-house-serv,Not-in-family,Black,Female,-14834.794966772413,0.0,90.0,>50K
38.619334207830065,Self-emp-not-inc,1000.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,,40.0,>50K
,Federal-gov,,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,600.0,>50K
191.61001776158275,Self-emp-not-inc,nan,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,nan,0.0,40.0,<=50K
0.0,Self-emp-inc,1100.0,Married-spouse-absent,Adm-clerical,Wife,White,Male,-63318.541906463055,0.0,48.65392909332705,>50K
28.0,Private,12.0,Married-spouse-absent,Prof-specialty,Husband,Black,Male,0.0,,,>50K
380.0,Self-emp-not-inc,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,-479.15683477211326,-25.278900555827775,>50K
,Self-emp-not-inc,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,26.87523380881627,<=50K
69.0,Local-gov,2.5220097860686224,Married-spouse-absent,Craft-repair,Husband,Amer-Indian-Eskimo,Female,0.0,0.0,6.0,<=50K
172.75347810347637,Private,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,,0.0,63.02957313218175,<=50K
,Private,,Married-spouse-absent,?,Husband,White,Male,,0.0,400.0,<=50K
26.0,Private,,Never-married,Exec-managerial,Own-child,White,Male,15024000.0,0.0,2.3892222080786425,<=50K
24.0,Never-worked,,Divorced,Adm-clerical,Unmarried,White,Male,,0.0,30.237091348810168,<=50K
,Private,14.0,Widowed,Prof-specialty,Not-in-family,White,Male,,25253.43232099121,61.39861929475162,<=50K
45.0,Private,-160.01898458514975,Never-married,Priv-house-serv,Wife,Other,Male,,-2705.4397625068254,,>50K
370.0,Private,,Never-married,Prof-specialty,Not-in-family,White,Female,,,24.30865570096759,<=50K
23.44566161592792,Self-emp-not-inc,7.0,Never-married,Sales,Own-child,White,Male,-39899.96222773511,0.0,50.0,<=50K
49.0,,10.887035763849568,Married-spouse-absent,,Husband,White,Male,0.0,,,<=50K
,State-gov,2.8925090749504676,Married-spouse-absent,Prof-specialty,Husband,Black,Female,0.0,0.0,700.0,>50K
390.0,Private,700.0,Married-AF-spouse,Other-service,Own-child,White,Male,0.0,-1204.7809462670066,,<=50K
,State-gov,9.0,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0.0,,,>50K
51.0,Private,1600.0,Married-AF-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,23.93977859191569,>50K
450.0,Self-emp-not-inc,,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,,0.0,826.0583954826633,<=50K
28.0,Private,,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
61.0,Private,,Married-civ-spouse,Sales,Other-relative,White,Male,,,40.0,>50K
25.912318283007767,State-gov,17.53030213368507,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,12399.618938348318,,848.5816074023351,>50K
,Private,900.0,Married-civ-spouse,Craft-repair,Other-relative,Black,Male,,0.0,400.0,>50K
360.0,Private,9.0,Separated,Sales,Not-in-family,Black,Female,0.0,0.0,40.0,<=50K
184.3515151506102,Federal-gov,nan,Married-civ-spouse,Prof-specialty,Husband,White,Female,-5564.431486847875,nan,50.0,>50K
,Without-pay,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,,40.0,>50K
49.0,State-gov,10.0,Married-civ-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,-31835.099028703098,0.0,50.0,<=50K
,Private,1208.526465771704,Separated,Transport-moving,Unmarried,White,Male,0.0,,,<=50K
181.14654325291716,Never-worked,1895.2296799196358,Married-civ-spouse,Adm-clerical,Husband,White,Male,nan,nan,nan,>50K
27.51322292409224,Never-worked,,Married-spouse-absent,Other-service,Husband,White,Male,0.0,0.0,,<=50K
-103.53132812130227,Self-emp-not-inc,,Divorced,?,Wife,White,Male,0.0,0.0,50.0,>50K
153.64682094711813,State-gov,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,nan,0.0,58.48266126383584,>50K
138.14211893364924,Without-pay,9.811442890967466,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0.0,0.0,40.0,>50K
0.0,Private,9.0,Divorced,Sales,Not-in-family,White,Female,0.0,nan,15.925702373104649,<=50K
45.0,Private,10.0,Divorced,Other-service,Unmarried,Black,Female,27828.0,0.0,,<=50K
0.0,Self-emp-not-inc,13.0,Married-civ-spouse,Priv-house-serv,Husband,White,Male,-7838775.905182999,nan,40.0,>50K
46.0,Private,,Married-civ-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,0.0,0.0,50.0,>50K
,Private,1000.0,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0.0,-146.09419700074577,,>50K
,Self-emp-inc,,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0.0,0.0,400.0,>50K
52.0,Private,10.0,Divorced,Craft-repair,Other-relative,White,Male,,-1166.8978627748975,40.0,>50K
,Private,13.0,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0.0,,40.0,>50K
36.0,Private,,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,,0.0,40.0,>50K
118.26295782727459,Self-emp-inc,5.6829574290206,Divorced,Farming-fishing,Not-in-family,White,Male,nan,19020.0,450.0,<=50K
35.0,Private,900.0,Married-civ-spouse,Sales,Other-relative,Amer-Indian-Eskimo,Male,19609.167207906103,0.0,37.883194978533325,>50K
52.0,Self-emp-not-inc,10.0,Married-civ-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,,,13.008639444842036,>50K
34.0,Private,625.5637038687094,Married-spouse-absent,Prof-specialty,Husband,White,Male,77867.07166591876,0.0,,>50K
21.0,Federal-gov,1000.0,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,3103.0,0.0,,>50K
27.57910476213063,Private,0.594321582871471,Never-married,Sales,Own-child,White,Male,,0.0,51.981730312483734,<=50K
530.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,-8578.010588246294,0.0,45.0,>50K
,Private,17.337677645850842,Married-civ-spouse,Transport-moving,Husband,White,Female,0.0,,,<=50K
,?,,Divorced,?,Unmarried,White,Female,0.0,,,<=50K
,Private,2591.33351846763,Never-married,Craft-repair,Own-child,White,Male,,,40.0,<=50K
,Self-emp-not-inc,36.84034030076613,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,,>50K
0.0,Self-emp-not-inc,1000.0,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,10605.0,nan,73.70946736522859,>50K
57.76084816618264,Private,,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,,,350.0,>50K
680.0,Private,,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,-20857.84034122074,0.0,20.0,>50K
39.0,Private,9.0,Married-spouse-absent,Prof-specialty,Wife,White,Female,,,59.59595211772685,>50K
,Self-emp-not-inc,9.0,Never-married,Tech-support,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,38.0,<=50K
41.0,Private,9.0,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0.0,,500.0,<=50K
260.0,?,12.0,Never-married,?,Own-child,White,Female,0.0,,,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Tech-support,Husband,White,Male,,,60.0,>50K
65.0,Self-emp-inc,10.0,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0.0,0.0,49.0,>50K
69.0,Self-emp-not-inc,,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0.0,,,>50K
