age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
34.0,,,Married-civ-spouse,,,White,Female,0.0,0.0,,>50K
33.0,Never-worked,2138.986612700476,,Prof-specialty,Husband,,,27828000.0,0.0,25.0,<=50K
,,7.0,Never-married,,,,Male,0.0,0.0,24.0,<=50K
0.0,Default,4.0,Default,Default,Default,Default,Default,0.0,-1747.1410843978892,40.0,>50K
340.0,Private,9.0,,Prof-specialty,Husband,,Female,,2415.0,20.0,>50K
0.0,Default,9.0,Default,Default,Default,Default,Default,nan,0.0,45.0,<=50K
0.0,Default,9.0,Default,Default,Default,Default,Default,0.0,-1036.047478244023,nan,<=50K
391.8693754325524,Self-emp-not-inc,13.0,,,,White,Male,,0.0,72.0,>50K
55.14058985037019,,1000.0,,,,White,,0.0,0.0,,<=50K
486.6381466353066,,,Never-married,,,White,,-23348.333376817787,,36.65217350284855,<=50K
,,9.0,,,Husband,White,Male,48992.80351926206,0.0,50.0,>50K
,,10.0,,Other-service,,,,15024.0,0.0,48.0,<=50K
,Private,,Divorced,,,White,Female,0.0,0.0,,>50K
,Private,11.0,,Other-service,,,,,0.0,35.0,>50K
182.95147616624897,Default,9.0,Default,Default,Default,Default,Default,55070628.43229641,3936.3891506558894,nan,>50K
4.666483873866817,,22.814501921838875,Married-civ-spouse,,Husband,White,,0.0,0.0,4.312242765159482,>50K
230.0,,-125.71158733144436,Never-married,Machine-op-inspct,,White,Male,-890.1302272523104,,550.0,<=50K
22.0,,9.0,Married-spouse-absent,,Husband,,,,0.0,71.2263443806552,>50K
197.94858293127146,Default,1000.0,Default,Default,Default,Default,Default,0.0,1574.6838156284618,nan,<=50K
440.0,Self-emp-inc,-12.208245194137188,,Prof-specialty,Husband,,Male,-38969334.75821978,-1726.8036419316181,50.0,>50K
240.0,,20.385490795632727,,Adm-clerical,Own-child,Asian-Pac-Islander,,,,-22.493885258989337,<=50K
,,1963.3670649660203,,Priv-house-serv,,Amer-Indian-Eskimo,,-56000.71515743728,-1954.1882809649424,400.0,>50K
39.0,,9.0,,,,,Male,0.0,,61.10958173695974,>50K
,,9.0,,,,Amer-Indian-Eskimo,Male,,,40.0,<=50K
-20.307041133027106,Default,1400.0,Default,Default,Default,Default,Default,6849.0,0.0,900.0,<=50K
,,10.0,,Adm-clerical,,,Female,,-161.71593436399542,40.0,<=50K
330.0,Private,,Never-married,Exec-managerial,,Amer-Indian-Eskimo,,0.0,0.0,55.0,>50K
38.0,,12.0,,Prof-specialty,Other-relative,,Female,0.0,-16092.977204027306,519.9291130108487,>50K
0.0,Default,10.0,Default,Default,Default,Default,Default,0.0,-822.3693489734956,-6.695222999866328,<=50K
,Self-emp-not-inc,13.0,Married-civ-spouse,Priv-house-serv,Husband,,Female,18077.92470448297,0.0,30.0,>50K
22.0,Private,20.6618096925824,,,,White,Male,,2569.284439695157,,<=50K
12.027054521026962,Private,,Never-married,Prof-specialty,,White,,,,40.0,>50K
-59.537348721485785,,300.0,,,Other-relative,White,Male,7298.0,0.0,40.0,>50K
,,13.0,,Handlers-cleaners,Other-relative,Black,,,0.0,,<=50K
21.0,,-3.012262520456927,,,Husband,,,,0.0,3.529123173123871,<=50K
57.253383645130256,Self-emp-not-inc,4.76661091702541,Married-spouse-absent,,,,Male,0.0,,38.0,>50K
32.0,,700.0,Never-married,Prof-specialty,Not-in-family,,,8614.0,,48.0,<=50K
197.03569027614355,Default,10.0,Default,Default,Default,Default,Default,nan,nan,408.0661898820213,<=50K
,Self-emp-not-inc,14.0,,,,,,,0.0,55.0,>50K
107.64812477301653,Self-emp-not-inc,10.0,,Prof-specialty,,,Female,,,18.257424409135027,>50K
102.74926157039414,Default,10.0,Default,Default,Default,Default,Default,29039.9617657812,nan,500.0,>50K
45.0,Private,,Married-civ-spouse,,,White,,,,400.0,>50K
,,,,,Other-relative,,Male,-45271.921424929504,1102.9991476840937,,<=50K
,,9.0,,,,,Female,0.0,,40.0,>50K
37.0,,13.0,,,,,Male,-2395.032745601844,-2009.5102151314395,579.5112435643613,>50K
,,12.0,Married-civ-spouse,,,,,0.0,0.0,,>50K
88.19817717975047,Default,-13.737258240432393,Default,Default,Default,Default,Default,0.0,20510.0,764.7012535178789,<=50K
986.8844334259234,,15.0,Married-civ-spouse,,Wife,,Female,,0.0,40.0,>50K
,,,,,,,,,0.0,,<=50K
,Private,10.0,,,,,,0.0,,38.0,<=50K
,Self-emp-not-inc,700.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,,,>50K
,Self-emp-inc,,,,,,,5455000.0,0.0,400.0,<=50K
,Private,10.774843963976473,Never-married,Machine-op-inspct,,,Male,0.0,-1206.4638783238256,938.4625520569089,<=50K
195.16844324859306,Default,14.0,Default,Default,Default,Default,Default,-120752.13104288578,nan,28.738790381912104,<=50K
28.0,,,,Exec-managerial,,,,0.0,0.0,,<=50K
25.0,Private,9.0,Never-married,,,,Male,0.0,0.0,,<=50K
16.997842143341398,,9.0,,,Husband,White,,0.0,0.0,,<=50K
17.0,Private,,,,,,,0.0,0.0,,>50K
105.83241518878891,Default,nan,Default,Default,Default,Default,Default,7298.0,nan,nan,>50K
60.396209467704125,Private,,,,,,,0.0,,,<=50K
0.0,Default,nan,Default,Default,Default,Default,Default,0.0,nan,nan,>50K
47.0,,14.0,,Prof-specialty,Husband,,Male,0.0,0.0,,>50K
151.93313425660062,Default,nan,Default,Default,Default,Default,Default,0.0,0.0,nan,>50K
44.0,,9.0,,,Wife,,,-11563613.442259619,0.0,450.0,<=50K
,Default,,Default,Default,Default,Default,Default,0.0,0.0,500.0,>50K
50.0,,1.309677849025265,,?,,,Male,,0.0,49.49357345599628,<=50K
47.0,Federal-gov,15.0,,,,,Male,0.0,,,>50K
62.0,,14.0,,,,White,Male,8614.0,,40.0,>50K
,,14.0,Married-civ-spouse,,,Asian-Pac-Islander,Female,0.0,-64.13952851500262,,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,40255.265739214745,271.9103083299301,410.0,<=50K
,,,Married-AF-spouse,,Unmarried,,,,,50.0,<=50K
41.0,Private,10.0,,Exec-managerial,Husband,White,,,0.0,,>50K
,,9.0,Married-civ-spouse,Prof-specialty,Other-relative,,Male,7688.0,0.0,,>50K
0.0,Default,600.0,Default,Default,Default,Default,Default,nan,-20680.995042750357,38.0,>50K
33.0,,1000.0,Married-AF-spouse,,,White,,,0.0,984.916506653831,<=50K
119.27673636822416,Default,33.3363126743706,Default,Default,Default,Default,Default,nan,0.0,400.0,>50K
49.0,Local-gov,,Divorced,,,Amer-Indian-Eskimo,Male,0.0,0.0,400.0,<=50K
39.0,Self-emp-not-inc,1300.0,Married-spouse-absent,Sales,Husband,White,,,,,>50K
230.0,,10.0,Married-civ-spouse,,Husband,White,Female,0.0,0.0,450.0,>50K
25.0,,13.0,,Sales,,,Female,,,40.0,>50K
58.0,,9.0,Divorced,Other-service,,White,Male,0.0,277.1143327328749,40.0,<=50K
,,,Married-civ-spouse,,,White,Male,26875.245853355063,0.0,,>50K
61.0,,900.0,Married-civ-spouse,,Husband,White,,,,60.0,<=50K
116.45175600645003,Default,13.0,Default,Default,Default,Default,Default,14084.0,0.0,nan,<=50K
58.0,Self-emp-inc,,Married-civ-spouse,Transport-moving,,,Male,,,40.0,>50K
37.0,,,,,Husband,White,Female,,0.0,40.0,>50K
67.0,,,Never-married,Sales,Wife,White,Female,0.0,-625.8374771734377,400.0,>50K
55.0,Local-gov,,Married-civ-spouse,,,White,,0.0,2798.526448125047,,>50K
-16.839768975962805,Private,,,,Husband,,Male,,,40.0,<=50K
173.7593422193204,Default,14.0,Default,Default,Default,Default,Default,nan,0.0,250.0,<=50K
0.0,Default,2144.8798126713677,Default,Default,Default,Default,Default,-79055.21169836837,0.0,nan,>50K
-10.325451195306222,Private,,,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,,0.0,44.0,>50K
188.30790013987297,Default,27.107876524754843,Default,Default,Default,Default,Default,0.0,0.0,40.0,<=50K
49.0,Private,9.0,,,,White,Male,0.0,0.0,380.0,<=50K
,,26.639253056485995,,,Own-child,,Male,-6550961.460183722,987.2183266914828,,<=50K
57.0,Default,,Default,Default,Default,Default,Default,,0.0,60.0,<=50K
,Default,10.0,Default,Default,Default,Default,Default,,,400.0,<=50K
43.0,,-3.740040465076188,Married-civ-spouse,,Husband,White,,0.0,0.0,-20.139782318920773,>50K
141.79612726811854,Default,12.0,Default,Default,Default,Default,Default,15024.0,nan,nan,>50K
32.0,Default,4.0,Default,Default,Default,Default,Default,0.0,,62.02186184302831,<=50K
50.0,,,Married-civ-spouse,Priv-house-serv,Husband,,,0.0,0.0,,>50K
87.71275600496126,,24.343805992324498,,,,,,0.0,0.0,20.0,<=50K
57.0,Self-emp-not-inc,900.0,Married-civ-spouse,,Husband,,,,0.0,,>50K
,Private,36.09064472776838,Married-spouse-absent,,Other-relative,Asian-Pac-Islander,,-19018.95854385367,0.0,50.0,<=50K
,,9.0,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,Female,,,50.0,<=50K
58.0,,,,Prof-specialty,,,,,,50.0,>50K
,,9.0,,,,White,Female,,,,<=50K
0.0,Default,10.0,Default,Default,Default,Default,Default,0.0,0.0,400.0,<=50K
33.0,,-10.830791974532367,Married-civ-spouse,Handlers-cleaners,,White,Male,0.0,319.847771068027,40.0,<=50K
,,,Married-civ-spouse,,Husband,,,,0.0,,>50K
370.0,Self-emp-not-inc,8.0,,,,,,0.0,0.0,361.1707816714328,>50K
,Self-emp-not-inc,,,,,White,,0.0,-2239.9807235088365,,>50K
24.0,,900.0,,Craft-repair,,,Male,,0.0,400.0,>50K
46.0,,,,,,White,Female,,-99.85113698892106,,<=50K
35.0,,,,,,,Male,0.0,,43.0,<=50K
141.51848748626557,Default,nan,Default,Default,Default,Default,Default,0.0,nan,nan,<=50K
,?,36.24972279571161,Married-civ-spouse,?,Other-relative,Amer-Indian-Eskimo,,0.0,,10.0,<=50K
380.0,,12.0,,,,Black,,0.0,0.0,0.9596002150219434,<=50K
39.0,,13.0,Never-married,,Not-in-family,White,Female,,1902.0,50.0,>50K
31.0,Self-emp-not-inc,4.528702378683585,Married-civ-spouse,,Other-relative,,Female,0.0,44.54419596876371,600.0,>50K
464.88467771326214,,13.0,,,Husband,White,Male,0.0,-8883.499104685563,20.0,<=50K
,Default,1400.0,Default,Default,Default,Default,Default,23752941.4666689,0.0,38.0,<=50K
166.01159212464353,Default,10.0,Default,Default,Default,Default,Default,0.0,nan,40.0,>50K
,,10.0,,Prof-specialty,Husband,,,-66001.84747526071,-351.0091654646786,17.286173886003994,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,nan,0.0,40.0,>50K
146.41368621422296,Default,nan,Default,Default,Default,Default,Default,nan,nan,nan,<=50K
52.0,,22.431462618684744,Married-civ-spouse,Other-service,Husband,White,Male,,0.0,21.01126723187676,>50K
,,5.846106096527112,Married-civ-spouse,,,Amer-Indian-Eskimo,,0.0,0.0,40.0,>50K
47.0,Private,7.0,Divorced,,,Black,,0.0,0.0,55.0,>50K
0.0,Default,1200.0,Default,Default,Default,Default,Default,nan,nan,nan,>50K
30.0,State-gov,13.0,Married-civ-spouse,Protective-serv,,,,40778520.43191574,-14.93319137225871,24.0,<=50K
28.0,,,,?,Own-child,,,0.0,0.0,,<=50K
179.35441603045615,Default,9.0,Default,Default,Default,Default,Default,0.0,nan,40.0,>50K
129.5920906810632,Default,nan,Default,Default,Default,Default,Default,54482.19423416869,0.0,45.0,<=50K
37.0,,,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,218.8727521439834,>50K
-54.48708900746858,,900.0,,Machine-op-inspct,Not-in-family,,,,18870.0,40.0,<=50K
28.0,,1212.5151093692539,Married-AF-spouse,Exec-managerial,Wife,White,,0.0,0.0,,<=50K
,,11.026098164825392,Married-civ-spouse,Prof-specialty,,,,0.0,,292.02049083403716,>50K
156.99708838673607,,900.0,,,Not-in-family,,,,0.0,,<=50K
130.632172090105,Default,nan,Default,Default,Default,Default,Default,15024.0,nan,400.0,>50K
7.656641919412955,Private,11.0,Married-spouse-absent,,Husband,,Female,0.0,0.0,-13.614559696584685,>50K
55.0,Self-emp-not-inc,495.07389039876256,,,Not-in-family,,Female,,0.0,450.0,<=50K
139.6065169323487,Default,nan,Default,Default,Default,Default,Default,0.0,nan,36.557865506498175,<=50K
59.0,,13.0,Married-spouse-absent,Transport-moving,Husband,White,Male,0.0,,400.0,>50K
19.08420704816636,Default,,Default,Default,Default,Default,Default,0.0,184.87113652260754,60.12500374763254,<=50K
95.08272386455303,,-1228.715974905465,,,,Black,,-40941696.780104205,0.0,70.0,<=50K
,,,Married-civ-spouse,,Husband,,Male,0.0,0.0,40.0,<=50K
43.0,Self-emp-not-inc,,Married-civ-spouse,Exec-managerial,,,,,0.0,50.0,>50K
,,13.0,Divorced,,,,,0.0,,817.1580199313128,<=50K
27.0,?,,,,,White,Male,,-1063.213930270648,,<=50K
59.0,,,Never-married,?,Not-in-family,White,Female,0.0,-1459.1739916216407,,<=50K
,,10.0,Married-civ-spouse,Sales,,White,Male,4386000.0,0.0,30.0,>50K
,Private,13.0,Married-spouse-absent,,,White,Female,0.0,0.0,,>50K
36.0,Private,22.055470151995543,Married-civ-spouse,Other-service,,,,-39108.74291229764,0.0,450.0,>50K
32.0,Self-emp-not-inc,900.0,Never-married,Other-service,Own-child,White,,0.0,-1238.0947038240708,,<=50K
167.5844103517986,Default,10.0,Default,Default,Default,Default,Default,-24422.95499759362,0.0,712.7956808343854,<=50K
35.298568558613155,Private,14.0,,,,White,Male,-8726.092726720026,,72.75536372274854,<=50K
58.914080748386326,Private,,,,Not-in-family,,,0.0,0.0,40.0,<=50K
380.0,,,Married-civ-spouse,Craft-repair,,White,Male,56309621.00374204,-2759.239054620767,,>50K
,Federal-gov,,Married-spouse-absent,Adm-clerical,,White,Male,52277.340526806496,,155.8819336847201,>50K
,Default,9.988269445887799,Default,Default,Default,Default,Default,0.0,,350.0,>50K
590.0,Self-emp-not-inc,31.09749707825491,Married-civ-spouse,Sales,Other-relative,,,0.0,,,<=50K
,State-gov,9.0,,,Husband,Amer-Indian-Eskimo,,0.0,0.0,26.78867128445791,>50K
,,12.0,Never-married,,,,Female,,3875.0339085197675,50.0,<=50K
0.0,Default,13.0,Default,Default,Default,Default,Default,nan,1579.0,22.05765823240408,>50K
,Private,900.0,,Exec-managerial,,Amer-Indian-Eskimo,Male,,0.0,,>50K
57.0,Local-gov,7.0,Married-spouse-absent,,,White,,,19020.0,40.0,>50K
0.0,Default,1400.0,Default,Default,Default,Default,Default,0.0,0.0,nan,>50K
0.0,Default,10.0,Default,Default,Default,Default,Default,nan,0.0,500.0,<=50K
,,1200.0,,Other-service,Husband,,Male,0.0,0.0,,<=50K
26.109871395628968,Self-emp-inc,,Never-married,,,Amer-Indian-Eskimo,,,0.0,40.0,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,,White,Male,0.0,,78.5188115744107,>50K
33.0,Default,9.0,Default,Default,Default,Default,Default,34385392.849098444,0.0,40.0,>50K
,Private,13.0,Married-civ-spouse,Adm-clerical,,Amer-Indian-Eskimo,,,,,>50K
510.0,Default,,Default,Default,Default,Default,Default,0.0,,,>50K
52.0,Private,11.0,Married-civ-spouse,Exec-managerial,,,Male,0.0,19770.0,50.0,>50K
78.2281144676389,Self-emp-not-inc,19.367965508072896,Divorced,Sales,,,,0.0,-9232.004793847773,,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Prof-specialty,Own-child,,Female,0.0,977.2898892785606,,>50K
,Self-emp-not-inc,14.0,Married-civ-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,,0.0,,70.0,>50K
24.0,Self-emp-not-inc,16.891072901498386,,,,White,,,0.0,,<=50K
480.0,,10.0,Married-civ-spouse,Adm-clerical,,,,0.0,0.0,,<=50K
430.0,,13.0,,,Husband,,Male,0.0,0.0,350.0,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,nan,nan,30.55992670231657,>50K
,Private,13.0,,,,White,,-10730670.918652913,0.0,99.86979497646095,>50K
48.0,,,,,Own-child,,Male,0.0,0.0,40.0,<=50K
0.0,Default,-7.762847047332226,Default,Default,Default,Default,Default,7147107.863124376,1027.808642530891,60.0,>50K
18.0,Private,12.0,,,,,,21360.17764806055,880.0,,<=50K
,Self-emp-not-inc,9.0,Married-spouse-absent,Machine-op-inspct,,,,,-1187.1697841402988,400.0,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,0.0,-1593.7478497911363,86.36215460430863,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,nan,1259.282163477739,nan,>50K
430.0,,25.594798570761437,,,Husband,White,,,,50.0,>50K
109.62522841228348,Default,10.0,Default,Default,Default,Default,Default,nan,nan,nan,>50K
23.0,,,,,Own-child,White,,0.0,0.0,,<=50K
690.0,,,Married-AF-spouse,Priv-house-serv,,,Female,0.0,0.0,450.0,<=50K
570.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,Male,,,666.3516341814831,<=50K
60.0,Private,,Married-civ-spouse,,Husband,White,Female,0.0,0.0,40.0,>50K
0.0,Default,1062.5026234169889,Default,Default,Default,Default,Default,nan,0.0,50.0,>50K
0.0,Default,2003.5598185125377,Default,Default,Default,Default,Default,0.0,0.0,nan,<=50K
81.0,,,,,,,Male,0.0,0.0,,<=50K
320.0,Default,13.0,Default,Default,Default,Default,Default,0.0,362.6456557384,38.0,<=50K
0.0,Default,21.930028105273617,Default,Default,Default,Default,Default,0.0,nan,nan,<=50K
62.0,Default,1300.0,Default,Default,Default,Default,Default,0.0,0.0,,>50K
,,1300.0,,,,,Female,0.0,0.0,,>50K
24.0,Private,6.849488153387945,,,Not-in-family,White,Male,,0.0,400.0,<=50K
25.0,Default,,Default,Default,Default,Default,Default,0.0,0.0,400.0,>50K
,,13.330865606562753,,Priv-house-serv,,Amer-Indian-Eskimo,,0.0,,,>50K
,,9.0,,,,,,-33668.29450253798,1902.0,40.0,>50K
0.0,Default,16.07471638867891,Default,Default,Default,Default,Default,nan,1257.767421536221,nan,<=50K
,Self-emp-not-inc,28.182035915577742,,Exec-managerial,Husband,,Female,0.0,,50.0,>50K
182.86008248462917,Default,nan,Default,Default,Default,Default,Default,0.0,0.0,40.0,<=50K
33.0,,16.0,Married-spouse-absent,Exec-managerial,,,,-48736.26894933255,,40.0,<=50K
15.549856767058905,Self-emp-not-inc,900.0,Married-civ-spouse,Machine-op-inspct,,,,,2103.7774955805203,,<=50K
37.0,Self-emp-inc,,,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,,0.0,0.0,60.0,>50K
34.0,Private,9.0,Married-spouse-absent,,Other-relative,White,,,-14569.906570533774,76.76707108673978,>50K
189.58636674192016,Default,13.0,Default,Default,Default,Default,Default,nan,nan,nan,>50K
50.0,Federal-gov,13.0,Married-civ-spouse,,Husband,Black,,30682.71238442908,1125.665380246593,1194.9704426005387,>50K
23.0,,,,Farming-fishing,Husband,,Male,0.0,0.0,,<=50K
33.0,,,Married-spouse-absent,,,White,,,0.0,,>50K
111.69165324449172,Default,nan,Default,Default,Default,Default,Default,nan,nan,40.0,<=50K
53.0,Default,10.0,Default,Default,Default,Default,Default,0.0,-1098.982348227461,35.0,>50K
,,900.0,,Transport-moving,Own-child,White,,0.0,0.0,,<=50K
,,,,,Wife,Amer-Indian-Eskimo,,,0.0,,<=50K
,,10.0,Married-civ-spouse,,,,,0.0,,40.0,>50K
0.0,Default,6.450667981977191,Default,Default,Default,Default,Default,nan,0.0,43.0,>50K
,,9.0,,Exec-managerial,Other-relative,White,Female,,0.0,38.0,<=50K
0.0,Default,13.0,Default,Default,Default,Default,Default,nan,nan,500.0,>50K
19.0,,9.0,,Craft-repair,Husband,,Male,,0.0,45.0,>50K
120.33375576860219,Default,nan,Default,Default,Default,Default,Default,0.0,-1031.778258328033,72.75348107300496,<=50K
161.52032835159474,Default,1000.0,Default,Default,Default,Default,Default,0.0,316.1683466220659,400.0,<=50K
,Private,10.0,,Prof-specialty,,White,,,0.0,,>50K
30.0,,1100.0,Married-spouse-absent,Protective-serv,,,Male,,0.0,63.35251445596682,<=50K
-286.6246036379091,Without-pay,,Divorced,Adm-clerical,,,,,,,<=50K
420.0,,13.0,,,,White,,,,,>50K
137.04552251370663,Default,9.0,Default,Default,Default,Default,Default,0.0,34058.62119919737,77.41155734830974,<=50K
,Private,,,Prof-specialty,Husband,,Male,0.0,,45.0,<=50K
31.0,,9.0,Never-married,Adm-clerical,,Black,,21899.913157765146,,,<=50K
46.0,,,,Sales,,Amer-Indian-Eskimo,,,0.0,600.0,>50K
,Private,10.0,Divorced,Transport-moving,,White,,8264.091070635834,0.0,62.23198307791144,<=50K
470.0,Self-emp-not-inc,1300.0,Married-civ-spouse,,Wife,,,0.0,0.0,,>50K
140.08309338337398,Default,29.11309842413519,Default,Default,Default,Default,Default,nan,0.0,25.0,<=50K
44.0,Private,,Never-married,Transport-moving,,Amer-Indian-Eskimo,Female,,477.57985381940324,350.0,<=50K
490.0,Never-worked,1400.0,,,,Amer-Indian-Eskimo,,99999.0,0.0,,<=50K
40.0,Private,,,Sales,Husband,,Male,0.0,0.0,106.04971335033069,>50K
71.29227018841775,Self-emp-inc,11.0,Married-civ-spouse,Exec-managerial,Husband,,Male,0.0,1201.1697892014536,50.0,>50K
,Self-emp-inc,,Married-spouse-absent,,Other-relative,,,,0.0,,>50K
25.0,,,,,,White,Male,0.0,0.0,40.0,>50K
0.0,Default,10.0,Default,Default,Default,Default,Default,nan,1647.9629525101486,60.0,>50K
470.0,Default,,Default,Default,Default,Default,Default,0.0,0.0,,<=50K
0.0,Default,4.0,Default,Default,Default,Default,Default,0.0,18870.0,43.0,<=50K
0.0,Default,15.0,Default,Default,Default,Default,Default,28989.19499102474,nan,400.0,<=50K
,,16.0,Never-married,,Other-relative,Black,,9810.422148754484,0.0,,<=50K
,State-gov,13.0,,Exec-managerial,,,Male,,19020.0,,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,0.0,-40204.006431549,250.0,<=50K
124.21523754479206,,,,Prof-specialty,,,,-6914.779737218989,0.0,40.0,>50K
0.0,Default,9.0,Default,Default,Default,Default,Default,0.0,-79.20330489840106,25.0,<=50K
460.0,,30.484024439143667,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,Female,0.0,-9786.604507360747,,>50K
-36.6481672344469,Self-emp-not-inc,9.0,,,Husband,Amer-Indian-Eskimo,,40538626.26520777,0.0,12.0,<=50K
,Self-emp-not-inc,900.0,Married-civ-spouse,Exec-managerial,,Amer-Indian-Eskimo,Male,-41408.30929726212,77.31788796823248,67.26914464334888,>50K
,Private,29.862973632580186,,,,,,-65214.76260092318,2603.0,40.0,>50K
0.0,Default,10.0,Default,Default,Default,Default,Default,0.0,0.0,40.0,<=50K
51.0,Federal-gov,13.0,Married-civ-spouse,,Husband,,Male,,0.0,500.0,>50K
490.0,Local-gov,1300.0,,Handlers-cleaners,Husband,,Male,0.0,,40.0,>50K
,,,,,Not-in-family,,,0.0,,35.0,<=50K
116.9266688059212,,9.0,,Craft-repair,Husband,,,0.0,-1024.6325026513664,,<=50K
42.0,Private,9.0,Married-spouse-absent,,,,Female,48428.34813246483,0.0,0.38359957903696795,>50K
,,900.0,,Machine-op-inspct,,White,,38477.4659562486,0.0,400.0,>50K
220.0,,10.0,,,Husband,,,,,-64.09892407641216,<=50K
,,,,Sales,,Amer-Indian-Eskimo,,32024683.21851222,0.0,400.0,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,-21611.390763358944,2539.731850406241,40.0,<=50K
,,,Married-civ-spouse,Exec-managerial,,White,,-18100.052432614037,0.0,54.52075098332959,>50K
41.0,State-gov,1000.0,,Prof-specialty,,White,Male,0.0,,40.80983803202102,>50K
,,1200.0,,,,White,Female,,,70.5969085231033,>50K
26.0,,,Married-civ-spouse,Craft-repair,,White,Male,62878972.39619973,,,<=50K
28.0,Private,13.0,,,,Amer-Indian-Eskimo,Female,0.0,4915.228579241363,90.0,<=50K
,Default,1300.0,Default,Default,Default,Default,Default,0.0,0.0,55.0,>50K
,Default,1000.0,Default,Default,Default,Default,Default,0.0,0.0,38.0,<=50K
192.5880497580864,Default,13.0,Default,Default,Default,Default,Default,0.0,0.0,500.0,>50K
,,-0.7289614266046414,,,,,,,0.0,,>50K
,,9.0,Never-married,Transport-moving,,,Female,0.0,,,<=50K
61.0,Private,9.0,,,Husband,Black,Male,-73524.16932884922,0.0,,<=50K
72.0,Never-worked,-1.2025184331442063,,Craft-repair,Husband,White,,,,40.0,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,0.0,nan,40.0,<=50K
55.0,,,Married-spouse-absent,Craft-repair,,,,,843.996943554464,40.0,>50K
420.0,Default,13.0,Default,Default,Default,Default,Default,,0.0,,<=50K
72.0168286420811,Private,,Married-spouse-absent,Exec-managerial,,,,0.0,,40.0,<=50K
199.4518699623885,Default,10.0,Default,Default,Default,Default,Default,0.0,0.0,550.0,<=50K
26.0,,16.0,Married-civ-spouse,,,,,0.0,0.0,40.0,<=50K
,,9.0,,,,Amer-Indian-Eskimo,,2964.0,,25.514667933337343,<=50K
,,25.865971369555695,Married-civ-spouse,,Wife,,,0.0,0.0,3.82903179661934,>50K
430.0,,9.0,Married-spouse-absent,?,,,,,0.0,,>50K
25.0,,,Married-AF-spouse,Adm-clerical,,White,,,0.0,40.0,<=50K
30.0,,13.0,Married-AF-spouse,,Own-child,White,Male,0.0,8436.21831348038,41.5334729575404,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,38774.377482302894,-2101.877935712014,45.0,<=50K
40.0,Self-emp-not-inc,10.0,Married-civ-spouse,Prof-specialty,Other-relative,White,,70239.62037928315,0.0,700.0,>50K
,,9.0,,,Husband,,Male,0.0,,40.0,>50K
143.9908149473478,Default,nan,Default,Default,Default,Default,Default,0.0,nan,20.0,>50K
,,,Married-civ-spouse,Prof-specialty,,,Female,0.0,0.0,8.0,>50K
0.0,Default,13.0,Default,Default,Default,Default,Default,nan,531.3363424386979,50.0,>50K
31.0,Private,6.435521383376955,,,Wife,,,0.0,2392.0,40.0,<=50K
,Federal-gov,9.0,Married-civ-spouse,,,,,-22040.93139986888,,63.144562327116994,>50K
17.35079572491061,Private,11.172988586139272,,,,,Female,129206336.56078653,-2094.0807491216506,9.0,<=50K
,Default,,Default,Default,Default,Default,Default,5013.0,0.0,,<=50K
23.0,,3083.973332559899,Never-married,,Own-child,White,Male,0.0,,28.0,<=50K
,,42.026860673523295,Married-civ-spouse,Priv-house-serv,,White,,0.0,0.0,8.405106042193573,<=50K
55.0,Private,,,,,,Male,0.0,0.0,,<=50K
50.0,Private,1000.0,Never-married,Sales,,,,0.0,,,<=50K
109.16322811010428,Default,4.0,Default,Default,Default,Default,Default,nan,1400.7112248935246,50.0,<=50K
30.487853168991958,,13.0,,,Husband,,Male,0.0,0.0,40.0,>50K
,Never-worked,,Married-civ-spouse,,,White,Female,-60323462.43405961,0.0,45.0,>50K
189.91513906235213,Default,1000.0,Default,Default,Default,Default,Default,-60328307.097388975,0.0,54.21102952621568,>50K
,Default,13.0,Default,Default,Default,Default,Default,15024.0,1887.0,,>50K
-2.0436179701655526,,10.0,Married-civ-spouse,Machine-op-inspct,,Amer-Indian-Eskimo,,2407.0,0.0,,>50K
212.17473010044262,,,Never-married,,Own-child,Amer-Indian-Eskimo,Female,98837.85378364878,0.0,55.0,<=50K
490.0,,16.549275822762375,,Adm-clerical,,,,16704.439562729753,,45.502176446736584,>50K
44.90471217830981,?,1400.0,Married-civ-spouse,?,,Asian-Pac-Islander,,,0.0,40.0,>50K
