age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
0.0,rivate,nan,,?,,hite,Femle,nan,nan,13.060724095141985,>50K
600.0,Self-emp-inc,9.0,,Craft-repair,Own-child,,,,0.0,-27.463120579390605,>50K
658.5044957449788,Private,1.0,,Sales,Husband,White,Female,,4137.684718955188,,>50K
0.0,Lcal-gov,13.0,,Pro-specialty,Not-n-family,Whte,Femal,-16033.842190247798,0.0,nan,>50K
0.0,elf-emp-inc,nan,,,,Wite,,nan,nan,50.0,>50K
44.0,Self-emp-not-inc,,Married-civ-spouse,Protective-serv,,White,Male,10605000.0,-2548.828904015562,500.0,>50K
33.0,Private,13.0,,Armed-Forces,,,,,446.699278159727,,<=50K
0.0,tate-gov,1100.0,Divored,Prof-specilty,Not-in-faily,,,nan,nan,nan,<=50K
75.00602206148318,Local-gov,,Married-civ-spouse,,,Other,,0.0,,45.0,>50K
37.0,Private,,,,Unmarried,,Female,,,40.0,<=50K
30.0,Private,,Widowed,,,Black,Female,27680.350886536344,,,<=50K
340.0,Self-emp-not-inc,,Separated,,Not-in-family,,Female,34552.43214165864,0.0,,>50K
153.2704951914358,Privte,13.0,Married-ci-spouse,Sles,Ownchild,Othr,Mae,nan,768.8536083773312,36.0,<=50K
155.2293122774298,Self-emp-nt-inc,1500.0,,,,ther,,0.0,nan,nan,<=50K
198.79150182278045,,7.286863421912567,Maried-civ-spouse,,Own-chld,Back,Mal,nan,0.0,nan,<=50K
40.28430898325569,Local-gov,12.319782701210043,Married-civ-spouse,Craft-repair,Own-child,,Male,0.0,0.0,,>50K
0.0,Privae,11.0,Diorced,ales,Unmarrid,lack,,0.0,0.0,nan,<=50K
,Self-emp-not-inc,1300.0,Divorced,Exec-managerial,Not-in-family,,Male,34146.337137967756,-791.6746456078058,20.0,<=50K
640.0,?,1.032569174681754,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,>50K
59.0,Self-emp-not-inc,10.0,Never-married,,Not-in-family,,Female,0.0,0.0,,<=50K
390.0,,,Never-married,Craft-repair,Unmarried,Other,Male,-25206621.473839838,-671.7126238514184,55.0,<=50K
370.0,Private,13.0,Married-civ-spouse,Sales,,White,Female,3103000.0,,,>50K
38.0,Private,7.0,Separated,,,White,Male,,-2943.989281974478,47.419403570806466,<=50K
66.0,Private,818.9235291767357,Married-civ-spouse,Priv-house-serv,Husband,,Female,0.0,0.0,650.0,>50K
0.0,Sel-emp-inc,10.0,Married-civ-pouse,,Hsband,,ale,0.0,nan,55.0,>50K
62.0,State-gov,9.0,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0.0,,91.70359649564622,>50K
17.0,,,Married-civ-spouse,,Wife,White,Female,0.0,,55.0,>50K
51.0,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,,0.0,,>50K
41.0,?,9.0,,,,White,Female,1485.0902053278842,1902000.0,40.0,>50K
,,16.0,Married-civ-spouse,Craft-repair,Husband,White,Female,35145049.78173557,0.0,59.198925611594994,>50K
24.0,State-gov,10.0,,Machine-op-inspct,,White,,0.0,2197.9163457012924,12.888061415688522,<=50K
430.0,Private,1300.0,,,Husband,White,,-61790.27271767214,1887815.436852455,883.0341476997544,>50K
0.0,Self-emp-not-ic,14.0,Marriedciv-spouse,Other-servie,Own-cild,Blak,Mae,15024.0,0.0,400.0,>50K
61.0,Private,900.0,,Craft-repair,Husband,Black,,15024.0,0.0,27.424051945867348,<=50K
0.0,Self-em-inc,7.0,Marrie-civ-spouse,Craft-reair,,Oter,,7688.0,2658.474287070633,nan,>50K
340.0,Private,,,Adm-clerical,Unmarried,Other,,-1330.5773523682103,-401750.384333437,40.0,<=50K
0.0,Pivate,nan,Married-civ-souse,Craft-rpair,Husand,,ale,3103000.0,0.0,450.0,>50K
0.0,,1400.0,Maried-civ-spouse,Pro-specialty,,Whie,Femle,99999.0,1977.0,40.0,>50K
61.0,,9.0,Married-civ-spouse,,Husband,White,Male,9373163.818532998,-1482.917319752444,600.0,>50K
0.0,Self-emp-ic,9.0,Never-maried,Crft-repair,Unmrried,,Mle,0.0,1798.6355415619787,50.0,<=50K
490.0,,8.0,,,Husband,Other,Male,0.0,0.0,,<=50K
360.0,Self-emp-inc,11.0,Widowed,Craft-repair,Not-in-family,White,Male,,,,<=50K
213.07617265402652,Self-emp-inc,9.0,,,,Other,Male,0.0,,40.0,>50K
,,,Married-civ-spouse,Priv-house-serv,,White,Female,,0.0,60.0,<=50K
,Never-worked,14.0,,?,Other-relative,White,Female,46744.80788714271,,400.0,<=50K
,Private,900.0,Never-married,Adm-clerical,Own-child,,,0.0,-1281.875807701616,400.0,<=50K
,Self-emp-inc,10.0,,,Husband,Other,,-9328998.563702947,,,<=50K
,Privae,16.15510394559365,Widowd,Exec-manageril,Unmarrie,Wite,Feale,0.0,1977.0,,>50K
0.0,Self-em-inc,nan,Seprated,Other-serice,Oter-relative,Whie,Mae,0.0,0.0,20.0,<=50K
,,13.0,,,Husband,White,Male,,,,>50K
780.0,?,-3.208938685857798,Married-civ-spouse,,,White,Male,,-1589879.629710811,40.0,<=50K
178.90632122279794,Priate,nan,arried-civ-spouse,Transpor-moving,Husbad,Blac,ale,nan,0.0,nan,>50K
,,1100.0,,,Not-in-family,,Female,,0.0,500.0,<=50K
74.0,Private,900.0,,Transport-moving,,White,Male,0.0,0.0,,>50K
32.0,Private,19.06672439197676,Never-married,Adm-clerical,Unmarried,White,,0.0,2174000.0,400.0,<=50K
22.0,Private,14.0,Married-civ-spouse,Transport-moving,Husband,,Male,,,23.101385748927655,>50K
36.0,,9.0,,,Unmarried,Amer-Indian-Eskimo,Female,0.0,,40.0,<=50K
109.30786584856324,Self-emp-nc,nan,Maried-civ-spouse,,Hsband,Whte,ale,790.8826397810253,0.0,40.0,>50K
42.0,Self-mp-inc,9.0,Neve-married,achine-op-inspct,,Amer-Inian-Eskimo,Mae,15024.0,,40.0,<=50K
136.45416537290612,Prvate,12.0,Married-civ-spose,Craft-epair,,,ale,15831000.0,1621.983037196376,nan,<=50K
,Private,,Married-civ-spouse,Craft-repair,Own-child,White,Female,0.0,257443.3589778983,,>50K
41.0,,13.0,Married-civ-spouse,Prof-specialty,Own-child,White,Male,,0.0,,>50K
0.0,Self-mp-inc,nan,,Craf-repair,Umarried,Oher,Mle,27828.0,nan,40.0,>50K
61.0,Private,,Married-civ-spouse,,Husband,,Male,0.0,0.0,,>50K
,Self-emp-inc,,Married-civ-spouse,Adm-clerical,,White,Male,,,417.74165550577214,>50K
34.0,,3.105715497658231,,,Husband,,Male,56241.221806818314,,46.0,>50K
139.38348143518493,rivate,900.0,Marred-civ-spouse,Pro-specialty,Huband,Whte,,-13402.626006578894,nan,-11.781455852383047,<=50K
,Local-gov,10.0,Never-married,Protective-serv,Unmarried,Asian-Pac-Islander,Female,,0.0,5.828489644437511,<=50K
21.596098121991492,Private,10.0,Married-civ-spouse,Exec-managerial,Wife,,Female,57946.68859461323,0.0,,<=50K
750.0,Self-emp-inc,900.0,,Other-service,Unmarried,White,,-10268.058333427414,0.0,650.0,<=50K
29.0,,,Married-civ-spouse,Craft-repair,Husband,White,Male,,,55.0,>50K
60.0,,10.0,Never-married,Transport-moving,Unmarried,White,,4787000.0,0.0,,<=50K
260.0,Private,10.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,37.641083950030385,>50K
,Self-emp-inc,,Divorced,,Not-in-family,White,Female,,-819.1052466318298,30.454517246147056,>50K
,Self-emp-not-inc,8.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,,>50K
400.0,Private,18.218474677165602,,Prof-specialty,,White,Male,0.0,0.0,,>50K
52.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,Male,34838799.678479,0.0,40.0,>50K
,Private,9.0,Divorced,Sales,Unmarried,White,Male,0.0,0.0,32.0,<=50K
31.0,Private,,Married-civ-spouse,Transport-moving,Husband,White,Male,,0.0,30.0,>50K
,Private,10.0,Married-civ-spouse,Protective-serv,Own-child,,Male,,,,<=50K
41.0,Local-gov,16.728294659107597,Married-civ-spouse,Prof-specialty,Husband,White,Female,,0.0,400.0,>50K
,,14.0,Married-civ-spouse,Exec-managerial,,White,,0.0,0.0,,>50K
,Self-emp-not-inc,13.0,Never-married,Craft-repair,Own-child,White,Male,3137.0,,40.0,<=50K
38.0,State-gov,,Widowed,Protective-serv,,Black,,,0.0,752.7932127951985,<=50K
,,14.0,Married-civ-spouse,,Husband,,,5013000.0,0.0,48.0,>50K
167.507502233462,Self-emp-nc,600.0,,Saes,On-child,Oter,Mae,nan,0.0,40.0,<=50K
,,16.751525720862645,,Exec-managerial,,White,,,,,<=50K
52.0,,27.168971501927885,Never-married,Other-service,Other-relative,White,Male,-8910.593089436159,0.0,15.0,<=50K
41.0,State-gov,14.0,Married-civ-spouse,Transport-moving,Wife,Black,,1914.429607220334,0.0,400.0,<=50K
0.0,Self-emp-ic,10.0,Marriedciv-spouse,,Huband,,,0.0,0.0,50.0,>50K
20.0,Private,10.0,Separated,,Own-child,White,Female,15024.0,-290.5240321621194,40.0,<=50K
17.0,Federal-gov,4.0,Never-married,Armed-Forces,Wife,Black,Male,0.0,0.0,13.824578148151087,<=50K
,Self-emp-inc,5.782060428743664,,,,,Male,0.0,0.0,60.0,>50K
270.0,Self-emp-not-inc,41.79436115772597,,Sales,,Other,Female,7206417.036641551,0.0,,>50K
199.34392163117167,Stat-gov,nan,Married-civ-spuse,,Husbnd,Othe,Mae,nan,nan,nan,>50K
148.29755856616387,na,9.0,Marred-civ-spouse,na,,Blak,Mle,nan,nan,nan,<=50K
25.0,,11.0,Never-married,,,,,0.0,0.0,35.0,<=50K
0.0,Self-ep-inc,10.0,Marred-civ-spouse,Trasport-moving,Husban,Whie,Femae,nan,0.0,nan,>50K
210.0,Private,-1790.0909199903072,Separated,Craft-repair,Not-in-family,Other,,99999.0,1724.1136447397025,30.0,<=50K
19.0,,7.0,Married-civ-spouse,Exec-managerial,Own-child,White,Male,-18219.562966007616,,41.0,>50K
155.57750125749473,Self-ep-inc,13.0,Marrie-civ-spouse,,Hsband,,Mal,nan,1115818.2046697892,nan,<=50K
26.0,,19.51809344282024,Divorced,Adm-clerical,Not-in-family,,Female,0.0,,55.0,<=50K
145.54472515005688,?,13.0,Married-souse-absent,,Othe-relative,lack,Feale,0.0,228.10571413532998,450.0,<=50K
45.0,Private,,Married-civ-spouse,Prof-specialty,Not-in-family,Other,Female,7688.0,,400.0,>50K
184.75303024988196,Federal-go,460.5152892714696,,Prof-pecialty,,Othe,Mal,15024.0,1036622.7528208847,50.0,>50K
500.0,Federal-gov,,Married-civ-spouse,Exec-managerial,,White,,-53643221.7216666,-2135.132622003564,,>50K
20.0,,,,?,Wife,White,Male,0.0,0.0,,<=50K
72.5863978755799,Self-emp-inc,11.811886874245863,Married-civ-spouse,Craft-repair,,,,0.0,0.0,,>50K
52.0,Federal-gv,20.496508101470486,,Sles,Husbnd,Whte,Mae,15024.0,-1412.7809947488813,40.0,>50K
0.0,Self-emp-nc,14.768347958076173,,,,Whit,Mle,0.0,0.0,nan,<=50K
66.0,,-3.1627411977499253,Divorced,Machine-op-inspct,,White,Male,,0.0,40.0,<=50K
34.0,Private,,Never-married,Handlers-cleaners,Unmarried,White,Female,,,550.0,<=50K
,Local-gov,14.0,,Transport-moving,Husband,White,,25585202.025523107,-820.0474061191702,4.776146294325969,>50K
65.89138282490433,,12.0,Divorced,Craft-repair,Not-in-family,White,Male,,0.0,,<=50K
0.0,Self-ep-inc,nan,,Sles,,Whit,Mae,0.0,0.0,45.0,<=50K
,Self-emp-inc,,Married-civ-spouse,Protective-serv,,,,,,40.0,<=50K
43.70644249777125,Private,10.0,Married-civ-spouse,Prof-specialty,,White,Male,0.0,,60.0,>50K
0.0,Privte,3615.226054450226,Marrid-civ-spouse,Protectiv-serv,Hsband,hite,ale,nan,1977000.0,44.0,>50K
38.0,Private,13.0,,Prof-specialty,Not-in-family,Other,,14084.0,0.0,,>50K
17.0,,13.0,,,Other-relative,White,,0.0,3948746.7188254306,360.0,<=50K
28.0,Self-emp-not-inc,,,,Not-in-family,White,Female,0.0,0.0,300.0,<=50K
-0.6702950202924711,Self-emp-inc,,,Exec-managerial,Own-child,White,Male,0.0,0.0,,>50K
31.145379409610975,Local-gov,,,Priv-house-serv,Husband,Other,,,0.0,60.0,<=50K
320.0,Self-emp-inc,9.0,Married-civ-spouse,Tech-support,Husband,Other,,0.0,0.0,34.89131898439142,>50K
66.0,Self-emp-inc,10.0,Never-married,Adm-clerical,Wife,,Female,56378.10501240298,746.2654828111511,10.0,<=50K
280.0,,,Never-married,Exec-managerial,Not-in-family,Other,,0.0,,50.0,<=50K
,Private,5.0,Separated,Transport-moving,Other-relative,White,,-65819.63351535604,661264.5636112775,40.0,<=50K
,State-gov,11.0,Married-civ-spouse,,Husband,White,Female,0.0,0.0,50.45298840040873,>50K
48.0,,,,?,,,Female,9949.758754489483,0.0,109.68180773001963,>50K
300.0,,13.0,Separated,Prof-specialty,Not-in-family,White,,0.0,0.0,50.0,<=50K
30.0,Self-emp-inc,,Married-civ-spouse,Craft-repair,Husband,,Female,61615945.449122325,-2083.221521932924,,>50K
122.57421481396128,elf-emp-inc,23.70487944424746,Married-civspouse,Prof-speialty,Wif,Whit,emale,0.0,-2216.254135522351,59.61674844834805,>50K
0.0,Self-ep-inc,14.0,,Macine-op-inspct,usband,Whte,Mle,nan,-633.2133091744678,400.0,<=50K
42.86029709459121,Private,10.0,,Craft-repair,Wife,Other,Female,0.0,0.0,,>50K
41.67147709409669,Self-emp-inc,25.53679696149019,,Transport-moving,Own-child,,Female,0.0,-2668.1938273130872,,<=50K
42.0,Private,13.0,,Adm-clerical,Wife,Other,Male,0.0,1087.4559805161957,6.184599726092074,>50K
0.0,Sel-emp-not-inc,nan,,Exec-maagerial,Unmarred,Whit,ale,0.0,nan,80.42398540292646,<=50K
,,10.793179392438253,Married-civ-spouse,Exec-managerial,Own-child,White,Male,93929.54210999064,0.0,45.0,>50K
330.0,Private,10.0,,Machine-op-inspct,Unmarried,Black,Female,0.0,509.71305845175243,40.0,<=50K
52.565775320878274,,10.0,Married-civ-spouse,Tech-support,,White,Male,4502.4136852953225,0.0,200.0,<=50K
,,,Never-married,Protective-serv,Other-relative,Black,,,0.0,70.0,<=50K
33.0,,1659.7560018980203,Married-civ-spouse,Exec-managerial,Husband,,Female,,,,>50K
610.0,?,,Married-civ-spouse,Exec-managerial,Own-child,,Male,0.0,,,>50K
73.0,Self-emp-inc,1000.0,,Prof-specialty,Own-child,White,Female,0.0,,,<=50K
34.06728870809022,Private,,,Machine-op-inspct,Husband,White,Male,,,50.0,>50K
0.0,,13.0,Divorce,Adm-cerical,Unarried,,,0.0,2824000.0,45.0,<=50K
530.0,Self-emp-inc,13.0,Married-civ-spouse,,,White,Male,,4130407.6069646473,,>50K
43.0,Private,10.0,Married-civ-spouse,Tech-support,Husband,,Female,,,40.0,>50K
39.0,Self-emp-inc,9.0,,Machine-op-inspct,,Other,Female,,-329.5364527461839,,<=50K
52.0,,1300.0,Married-civ-spouse,Prof-specialty,Not-in-family,,Female,132650947.15943164,0.0,40.0,>50K
46.0,Private,1912.0967170983033,,Sales,Unmarried,White,Female,,0.0,40.22279658599132,<=50K
17.0,Priate,7.0,,Othe-service,Husban,Back,,0.0,0.0,400.0,<=50K
,,,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,<=50K
,Self-emp-inc,3.0,Married-civ-spouse,,Own-child,Other,Male,,754.7008458113543,,<=50K
0.0,rivate,1140.565369256482,ivorced,Admclerical,Unmarrid,ther,,nan,996.7668430311877,nan,<=50K
58.0,,12.0,Never-married,Prof-specialty,Not-in-family,White,Female,-51586.261232069795,-663.3574081319827,42.0,<=50K
34.0,Private,9.0,Married-civ-spouse,Prof-specialty,Husband,Other,,-43223.67709167293,0.0,11.243363601056966,>50K
0.0,Pivate,nan,Maried-civ-spouse,Crat-repair,,Othr,emale,0.0,1039.4272008504659,50.0,<=50K
0.0,State-go,14.0,Marriedciv-spouse,Craf-repair,Ow-child,Whit,Mle,nan,0.0,400.0,>50K
360.0,,9.0,Divorced,,,,Male,,0.0,40.0,<=50K
173.30642965515722,rivate,26.537237078536755,,Adm-cleical,Notin-family,Blac,Femle,0.0,0.0,nan,>50K
61.0,Private,,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298000.0,0.0,,>50K
45.0,Self-emp-inc,13.0,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,0.0,58.04537641705024,>50K
42.0,Private,,Married-civ-spouse,Protective-serv,,Other,Male,53320.71445549806,,40.0,<=50K
34.0,?,,Never-married,,Unmarried,Black,Female,0.0,,,<=50K
496.1795296019717,Self-emp-not-inc,14.0,,Craft-repair,,White,,0.0,,350.0,<=50K
52.0,Self-emp-not-inc,,Married-civ-spouse,,Husband,White,,,0.0,51.316051691226534,>50K
,?,13.0,,,Wife,,Female,0.0,1887000.0,40.0,<=50K
77.6789294125362,Self-emp-not-inc,1500.0,Married-civ-spouse,,,White,Male,0.0,,,>50K
33.0,Private,10.614048454254927,Married-civ-spouse,Craft-repair,,Other,,25641210.59259685,0.0,57.904401337525,<=50K
,,,Divorce,ales,Nt-in-family,Whit,,0.0,,45.0,<=50K
45.0,,9.0,Divorced,,Not-in-family,White,Female,0.0,,62.0,<=50K
19.0,,,,Prof-specialty,,White,Male,,0.0,40.0,>50K
0.0,Fedral-gov,13.0,Married-ci-spouse,,,,,-38.65963691420059,1977.0,400.0,>50K
21.363058031360627,Self-emp-not-inc,1400.0,,Sales,Own-child,White,Male,-34643.68029266642,,40.0,>50K
38.0,Private,10.0,Married-civ-spouse,Tech-support,Husband,,Male,3908000.0,1915354.426773664,39.008152342430535,<=50K
0.0,,1300.0,Married-civ-spuse,Prof-speciaty,Hsband,Whie,Mal,nan,0.0,nan,>50K
28.0,Private,,Married-civ-spouse,Protective-serv,Husband,,Male,0.0,,45.0,>50K
0.0,Prvate,8.0,Never-maried,Saes,,Othr,ale,0.0,0.0,40.0,<=50K
45.0,Private,13.0,Married-civ-spouse,Sales,Own-child,Other,,,1977.0,,>50K
22.0,Private,1000.0,Married-civ-spouse,,,White,Male,,0.0,50.0,>50K
40.0,Private,900.0,Married-civ-spouse,Craft-repair,Husband,White,,0.0,0.0,,>50K
36.0,Federal-gov,,,Adm-clerical,,Black,Female,0.0,0.0,,<=50K
,Prvate,10.0,Never-maried,Handlers-cleanrs,ther-relative,ther,,0.0,,40.0,<=50K
46.0,Self-emp-inc,27.76413345175625,Married-civ-spouse,Prof-specialty,Own-child,White,,0.0,,,>50K
38.0,Private,,Married-civ-spouse,Adm-clerical,Husband,White,Male,,185.9511399375493,,<=50K
143.7641165918536,?,1300.0,Never-maried,Adm-clerica,Ow-child,Back,Feale,0.0,nan,nan,<=50K
31.0,Self-emp-not-inc,1000.0,Married-civ-spouse,Protective-serv,,Other,Male,0.0,0.0,,<=50K
39.0,Private,,Married-civ-spouse,,Own-child,White,,62732612.2415045,0.0,,>50K
0.0,Self-emp-in,0.2001347294343372,Nevr-married,,Own-chid,,emale,0.0,-1914795.649018364,36.146471420128236,<=50K
,,3.8939949539502337,Married-civ-spouse,Other-service,,White,Male,26019.27380477842,71.27040287786768,48.0,<=50K
60.0,Private,300.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,32.725867014592694,<=50K
,,3953.230622371416,Married-civ-spouse,,,Other,Female,0.0,,28.0,<=50K
139.93894822526565,Prvate,13.0,,Machine-opinspct,,,emale,nan,0.0,nan,<=50K
41.02735066946998,Self-emp-inc,,Married-civ-spouse,Farming-fishing,Own-child,White,Male,,1902.0,,>50K
,Private,-11.462828541358661,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0.0,0.0,400.0,>50K
0.0,Self-emp-not-in,nan,,rof-specialty,Other-relatie,Blak,Fmale,0.0,0.0,50.0,>50K
164.01295829579894,Privat,nan,Married-civ-pouse,Exec-manageria,Huband,Oter,Mle,0.0,0.0,50.0,>50K
26.0313515503206,Private,,Married-civ-spouse,Adm-clerical,Husband,White,Male,,,40.0,<=50K
197.91236743992516,,-1.2213218657440237,Dvorced,Craftrepair,Umarried,Othe,Femle,0.0,3251.0395751133196,45.0,<=50K
148.41816880924014,elf-emp-inc,nan,Married-civ-spous,Exec-managrial,Hsband,ther,Mle,0.0,0.0,nan,>50K
680.0,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,Other,,60571.98688091068,0.0,,>50K
0.0,Priate,1.5494371968135408,Married-civ-spous,Ad-clerical,wn-child,,Mal,nan,-1165.2523995191123,nan,>50K
9.078049607043692,rivate,-1957.736655454816,Separted,Adm-clerial,wn-child,Blck,Femae,0.0,-1203.1647170167116,,<=50K
,Private,11.093480360858658,Married-civ-spouse,Exec-managerial,Own-child,Other,Male,0.0,-1063.7305537464274,55.0,>50K
200.0,,-14.10388894519063,Married-civ-spouse,Protective-serv,Husband,Other,Female,,0.0,,>50K
,,,Married-civ-spouse,Protective-serv,Husband,White,Female,0.0,1089.4533064836157,40.0,<=50K
,Federal-gov,17.361859947340818,Married-civ-spouse,,,,Male,0.0,0.0,40.0,>50K
26.0,Self-emp-not-inc,13.0,Divorced,,Not-in-family,,Male,-68535753.79449877,0.0,40.0,<=50K
58.0,?,14.0,arried-civ-spouse,?,Husbad,Blck,,36505.885610297235,0.0,50.0,<=50K
23.0,Private,18.256037185858613,Never-married,Machine-op-inspct,,White,,0.0,0.0,,<=50K
0.0,?,13.0,Married-cv-spouse,Caft-repair,,Wite,,0.0,0.0,nan,>50K
58.0,Privte,900.0,,,Own-chid,Whit,Fmale,,0.0,50.0,<=50K
245.5157661950092,Private,-3.7440728852134555,,,Unmarried,White,,0.0,0.0,30.0,<=50K
26.0,?,13.0,Divorced,Tech-support,Unmarried,White,Female,0.0,,,<=50K
192.43787227806237,Locl-gov,1400.0,,xec-managerial,usband,Whie,,13280.86278097555,-437618.2447731843,55.0,<=50K
9.367176210590893,Federal-gov,10.0,Married-civ-spouse,,Husband,,,-5420.411249405581,0.0,53.36001634656913,<=50K
404.80615647756963,Private,14.02633299343717,,?,Not-in-family,White,Male,,-2330.8221398549927,21.583305417681444,<=50K
690.0,Self-emp-inc,6.0,,Priv-house-serv,,White,Female,,,300.0,<=50K
0.0,Never-wored,nan,Maried-civ-spouse,,wn-child,Whte,Mal,0.0,nan,nan,<=50K
,Private,13.0,,Exec-managerial,Not-in-family,Other,Female,0.0,,40.0,<=50K
32.0,Self-emp-inc,9.0,Never-married,,Wife,,,-42571.24263577677,0.0,40.0,<=50K
172.25492441733047,Pivate,nan,Seprated,,Unmarred,lack,Femle,nan,nan,40.0,<=50K
,,600.0,,Craftrepair,,Oher,Femae,0.0,,41.88872240233474,<=50K
47.8520613387201,Self-emp-not-inc,9.0,Divorced,Sales,Not-in-family,,Male,-35713.65527686941,0.0,19.41880747363625,<=50K
260.0,Self-emp-inc,10.0,,,Wife,,Female,0.0,0.0,30.0,<=50K
44.0,,800.0,,Priv-house-serv,Husband,,Male,,,40.0,<=50K
38.0,Private,,Never-married,Other-service,Own-child,,Female,0.0,0.0,25.786177561801527,<=50K
,,900.0,Married-civ-spouse,,Husband,White,Male,,0.0,35.0,>50K
,Private,2.7459796986509097,,Machine-op-inspct,Husband,White,,42406115.01376846,,40.0,>50K
340.0,Self-emp-inc,12.0,,Sales,Unmarried,Black,,0.0,374.37440222318145,,<=50K
149.01997052152728,Slf-emp-inc,19.183011674423632,Maried-civ-spouse,Transpot-moving,Own-chil,Oher,Femal,-61101.173244453435,nan,450.0,>50K
4.930563496350665,Private,29.03462528773253,,Craft-repair,Husband,White,Male,,,489.52586188277274,>50K
,Private,400.0,Widowed,Other-service,Not-in-family,White,Female,,0.0,,<=50K
,,13.660110565519144,,,No-in-family,Othr,Mal,-2032.7638582998195,2120026.052058797,400.0,<=50K
0.0,Sef-emp-inc,nan,arried-civ-spouse,Protective-srv,Huband,Asian-ac-Islander,,0.0,nan,nan,<=50K
48.0,Private,9.0,Never-married,,Not-in-family,White,Female,10600.21503063934,,,<=50K
0.0,Prvate,-1.3392231657624176,Married-ci-spouse,Machine-op-ispct,Huband,Wite,Mle,nan,nan,nan,>50K
,,13.0,,Exec-managerial,Husband,White,,0.0,,55.0,>50K
29.0,Self-emp-inc,,Married-civ-spouse,,Own-child,White,,0.0,2819.846546635452,76.74370639206953,<=50K
,Privte,,Married-civ-spous,Sals,Husbnd,Whit,ale,39342.9042053651,-148.95844083183883,550.0,>50K
330.0,Private,6.65758744488304,Separated,,Not-in-family,White,Male,50824.35211330483,0.0,23.26099828175609,<=50K
30.0,?,14.0,Married-civ-spouse,,Own-child,White,Male,0.0,0.0,50.0,>50K
0.0,,nan,Divoced,Execmanagerial,Other-reltive,Whie,,0.0,0.0,117.6674178475912,<=50K
36.0,Private,1300.0,Married-civ-spouse,Protective-serv,,Other,Female,5178.0,,40.0,>50K
0.0,,9.0,Never-marrie,Pro-specialty,,hite,Femae,14084.0,0.0,-16.934021067831488,>50K
31.0,Federal-gov,,Married-civ-spouse,Exec-managerial,,White,Male,0.0,0.0,,<=50K
,,16.0,Married-civ-spouse,,Husband,White,,0.0,,50.0,>50K
41.0,Federal-gov,,Married-civ-spouse,Exec-managerial,Husband,White,Male,,,,>50K
30.0,Self-emp-inc,9.0,Separated,Prof-specialty,Not-in-family,Other,,0.0,0.0,70.0,<=50K
139.66760437970447,,14.0,Marred-civ-spouse,Exec-manageral,Husban,Whte,emale,26335.592351376414,0.0,60.0,>50K
31.0,,,Never-married,Exec-managerial,Not-in-family,White,Male,-38753.318175099186,0.0,25.0,<=50K
192.12396276516142,,10.0,Married-iv-spouse,Pro-specialty,Husbad,Whie,ale,445.79079617097716,0.0,50.0,>50K
220.0,,15.95500084143249,Never-married,Armed-Forces,Not-in-family,Black,Female,46226.843503891076,0.0,35.0,<=50K
0.0,Privat,11.0,Divorcd,xec-managerial,Unmarrid,,Femal,0.0,2415.0,40.0,<=50K
53.07382123811815,Local-gov,10.0,Divorced,Prof-specialty,,White,,0.0,,400.0,>50K
204.27621093186517,Local-gov,750.3501947772037,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0.0,,450.0,>50K
0.0,Self-emp-nc,5.0,Married-cv-spouse,Otherservice,Wfe,,Femle,4508.0,nan,42.03121818668104,<=50K
0.0,Privae,13.0,Wiowed,,Other-rlative,,Femal,7430.0,nan,49.605972054660796,>50K
,State-gov,5.308218671252523,,Transport-moving,Husband,White,Male,7298.0,,40.0,>50K
30.0,Self-emp-inc,13.0,Married-civ-spouse,Transport-moving,Husband,,Female,8614.0,-1297.5445615487783,908.4571790463801,>50K
,Self-emp-inc,9.0,Married-civ-spouse,Protective-serv,Husband,,,,1848.0,,>50K
,Private,11.0,,Machine-op-inspct,Wife,Black,,0.0,,63.34161736620583,<=50K
120.08085426723707,?,nan,eparated,?,Ow-child,,Mal,0.0,0.0,40.0,<=50K
37.0,Private,900.0,Married-civ-spouse,Other-service,Wife,,Female,88224951.59357277,0.0,,>50K
460.0,Self-emp-not-inc,2.740232359480521,Separated,Exec-managerial,Unmarried,White,Male,0.0,-4127.76874292317,11.545076924386535,<=50K
155.65477955634026,Prvate,1300.0,,Tansport-moving,,,emale,nan,0.0,36.28777892226524,<=50K
190.0,Private,9.0,,Transport-moving,Husband,White,Male,,,700.0,>50K
51.0,,9.0,Married-civ-spouse,?,,,,-43203.239549774844,,17.0,<=50K
,Private,36.61510053454147,,Exec-managerial,Husband,White,,0.0,0.0,500.0,>50K
53.0,,,Married-civ-spouse,,,Other,Male,29045.7118074031,0.0,32.0,>50K
